gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Plasma	WNT2B+ Fos-hi	CD4+ Memory	Macrophages	Enterocytes
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.012	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.0	0.0	0.0	0.0	0.004
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.003	0.189	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.003	0.04	0.0	0.0	0.004
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.001	0.045	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.001	0.0	0.0	0.0	0.903
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.012	0.0	0.0	0.009	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0606C6896	0.0	0.065	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.022	2.308	0.0	0.013	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.025	4.93	0.007	0.009	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.004	0.104	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.001	0.463	0.0	0.0	0.004
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.002	0.224	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.02	4.264	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.004	0.303	0.0	0.0	0.058
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.022	1.07	0.0	0.013	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.016	2.259	0.0	0.027	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.004	0.254	0.004	0.004	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.014	0.0	0.004	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC08F797F90	0.0	0.0	0.0	0.0	0.004
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.005	0.294	0.0	0.009	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.0	0.01	0.0	0.004	0.007
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.0	0.03	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.003	0.428	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.024	0.637	0.025	0.009	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.013	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.008	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.0	0.005	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.001	0.393	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.001	0.119	0.0	0.0	0.004
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC061137A41	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC01F1F24AA	0.104	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.023	0.0	0.0	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0EB600CAC	0.012	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC083EDDA21	0.0	0.0	0.0	0.0	0.004
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.003	0.189	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.003	0.04	0.0	0.0	0.004
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0F300DE24	0.001	0.045	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06873D10F	0.001	0.0	0.0	0.0	0.903
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0E3784FFB	0.016	0.199	0.0	0.0	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SC0D9B795CC	0.001	0.0	0.0	0.0	1.108
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.001	0.463	0.0	0.0	0.004
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.004	0.139	0.004	0.04	0.273
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	0.002	0.0	0.0	0.0	0.712
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC09938698A	0.0	0.005	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.001	0.463	0.0	0.0	0.004
SPP1	P10451	False	OSTP_HUMAN		CPI-SC07BE7830D	0.003	0.0	0.0	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC0BC542ACC	0.008	0.005	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	0.081	0.139	0.007	1.684	1.777
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC01833C7FC	0.001	0.0	0.0	0.0	0.061
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0A9EB628A	0.002	0.935	0.004	0.004	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.009	0.02	0.0	0.004	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0B4D7E0FF	0.001	0.463	0.0	0.0	0.004
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC08E97F7CA	0.002	0.935	0.004	0.004	0.0
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC098B43B5A	0.002	0.015	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.001	0.463	0.0	0.0	0.004
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0C8B4C056	0.001	0.0	0.078	0.0	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0592EC3D0	0.001	0.0	0.0	0.0	0.0
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC062C5C6C2	0.001	0.0	0.0	0.0	0.061
FBN1	P35555	False	FBN1_HUMAN		CPI-SC058F72F90	0.001	0.174	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC092C3E4DF	0.001	0.463	0.0	0.0	0.004
TNC	P24821	False	TENA_HUMAN		CPI-SC01195CB48	0.008	0.005	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.001	0.463	0.0	0.0	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC0847A64D2	0.001	0.463	0.0	0.0	0.004
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.016	0.199	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A2FE9693	0.016	0.199	0.0	0.0	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.001	0.0	0.0	0.0	1.108
CDH1	P12830	False	CADH1_HUMAN		CPI-SC007890A1C	0.001	0.0	0.0	0.0	1.108
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.0	0.005	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.003	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.005	0.03	0.014	0.413	0.424
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.001	0.01	0.0	0.013	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.0	0.005	0.0	0.0	0.0
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS044CF7EAE	0.008	0.0	0.018	0.004	0.014
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.0	0.0	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.009	0.279	0.004	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.0	0.005	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0	0.0	0.0	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0	0.02	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0	0.005	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.587	0.478	0.199	0.187	0.011
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0	0.0	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.009	0.279	0.004	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0	0.02	0.0	0.0	0.0
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	2.638	3.562	0.124	1.76	0.018
TFF1	P04155	False	TFF1_HUMAN		CPI-SS04640F9C3	0.0	0.0	0.0	0.0	1.227
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.003	0.095	0.007	0.027	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0	0.005	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.0	0.0	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.009	0.279	0.004	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	0.0	0.085	0.0	0.0	0.086
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0	0.005	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.003	0.0	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SC01AB9BED7	0.003	0.0	0.0	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC056BF6CBB	0.008	0.005	0.0	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC062D34C2A	0.002	0.935	0.004	0.004	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.159	0.095	0.057	0.187	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.001	0.02	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	0.003	0.697	0.0	0.0	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	0.013	0.0	0.0	0.009	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	0.154	0.244	0.004	0.56	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.013	0.0	0.0	0.009	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC04AED00CE	0.008	0.005	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0E60FEE99	0.159	0.095	0.057	0.187	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.001	0.0	0.0	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.009	0.02	0.0	0.004	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.001	0.02	0.0	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.0	0.005	0.0	0.004	0.0
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	12.141	7.0	3.532	6.836	23.885
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.0	0.0	0.0	0.013	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.13	0.94	0.06	0.707	1.144
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0	0.0	0.0	0.004	0.759
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0	0.0	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.0	0.005	0.0	0.004	0.0
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.0	0.0	0.0	0.013	0.0
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.205	0.184	0.032	0.058	0.115
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.0	0.005	0.0	0.004	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.028	0.0	0.082	0.0	0.036
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.002	0.1	0.014	0.004	0.083
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.006	0.025	0.0	0.764	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.0	0.0	0.013	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0	0.0	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.0	0.025	0.004	0.004	0.129
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	0.119	0.254	0.064	26.427	0.018
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.004	0.005	0.0	0.0	1.396
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.0	0.025	0.004	0.004	0.129
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.0	0.025	0.004	0.004	0.129
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.0	0.025	0.004	0.004	0.129
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	7.378	1.085	0.535	66.04	0.932
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.0	0.025	0.004	0.004	0.129
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.154	0.244	0.004	0.56	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.0	0.025	0.004	0.004	0.129
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.013	0.667	0.007	0.289	1.284
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.005	0.065	0.057	0.147	0.158
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.0	0.025	0.004	0.004	0.129
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.004	0.005	0.0	0.0	1.396
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.0	0.025	0.004	0.004	0.129
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	7.378	1.085	0.535	66.04	0.932
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.0	0.025	0.004	0.004	0.129
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.587	0.478	0.199	0.187	0.011
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	0.119	0.254	0.064	26.427	0.018
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.378	0.0	0.0	0.004	0.0
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.031	0.005	0.0	0.169	0.263
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.126	0.214	0.007	0.369	0.0
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	3.824	0.025	0.004	0.009	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.016	0.0	0.0	0.0	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	7.378	1.085	0.535	66.04	0.932
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.154	0.244	0.004	0.56	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.154	0.244	0.004	0.56	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.154	0.244	0.004	0.56	0.0
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.746	0.06	0.131	0.098	0.0
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	1.104	0.1	0.227	0.053	0.072
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.109	0.055	0.0	0.004	0.0
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	0.025	0.025	0.011	0.044	0.658
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.013	0.667	0.007	0.289	1.284
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.004	0.01	0.018	0.036	0.029
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.022	0.065	0.018	0.004	0.04
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.0	0.015	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.587	0.478	0.199	0.187	0.011
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.006	0.0	0.011	0.0	6.101
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.001	0.01	0.0	0.142	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.001	0.055	0.0	0.102	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.001	0.01	0.0	0.142	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.001	0.055	0.0	0.102	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.004	0.005	0.0	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.001	0.01	0.0	0.142	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.004	0.005	0.0	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.074	0.005	0.0	0.027	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.001	0.055	0.0	0.102	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.001	0.055	0.0	0.102	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.216	0.254	0.199	0.24	0.709
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.008	0.01	0.0	0.098	0.004
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.16	0.174	0.142	0.231	0.928
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.216	0.254	0.199	0.24	0.709
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.16	0.174	0.142	0.231	0.928
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.707	0.03	0.152	5.502	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	1.922	0.02	0.0	8.573	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.184	0.01	1.723	0.044	0.058
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.707	0.03	0.152	5.502	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.005	0.259	0.004	0.009	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.707	0.03	0.152	5.502	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.707	0.03	0.152	5.502	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.0	0.03	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	1.922	0.02	0.0	8.573	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS01A29DD97	0.0	0.0	0.0	0.0	0.007
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.002	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.03	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.143	0.06	0.0	0.684	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.0	0.03	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.001	0.08	0.0	0.004	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.207	0.915	0.007	3.68	2.59
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.071	0.045	0.011	0.098	0.155
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.017	0.0	0.014	0.0	0.004
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.004	0.0	0.277	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.614	0.299	0.021	0.058	0.025
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.004	0.005	0.018	0.173	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.005	0.03	0.014	0.413	0.424
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.004	0.005	0.018	0.173	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.002	0.164	0.004	0.0	0.004
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.004	0.005	0.018	0.173	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.014	0.07	0.0	0.062	0.752
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.004	0.005	0.018	0.173	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.004	0.005	0.018	0.173	0.0
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.054	0.055	0.004	0.084	0.115
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.004	0.005	0.018	0.173	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.004	0.0	0.025	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.004	0.005	0.018	0.173	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.004	0.005	0.018	0.173	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.004	0.0	0.025	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.004	0.005	0.018	0.173	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.004	0.0	0.025	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.051	0.821	0.025	0.209	2.806
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.004	0.005	0.018	0.173	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.008	2.169	0.0	0.004	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.028	0.0	0.082	0.0	0.036
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.013	0.0	0.0	0.107	0.09
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.003	0.005	0.404	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.028	0.0	0.082	0.0	0.036
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.002	0.1	0.014	0.004	0.083
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS08E13FAF2	0.0	0.0	0.0	0.0	0.022
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.03	0.0	0.007	0.004	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.002	0.1	0.014	0.004	0.083
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.0	0.08	0.0	0.009	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.378	0.0	0.0	0.004	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	2.387	0.01	0.287	0.0	0.004
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.126	0.214	0.007	0.369	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.0	0.015	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.014	0.06	0.0	0.022	0.004
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.005	0.035	0.004	0.053	0.004
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.005	0.02	0.0	0.022	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.014	0.06	0.0	0.022	0.004
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.005	0.035	0.004	0.053	0.004
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.005	0.02	0.0	0.022	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.014	0.06	0.0	0.022	0.004
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.005	0.035	0.004	0.053	0.004
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.005	0.02	0.0	0.022	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.0	0.005	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.005	0.035	0.004	0.053	0.004
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.016	0.0	0.004	0.0	0.007
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.005	0.035	0.004	0.053	0.004
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.106	0.179	0.043	0.053	0.108
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.005	0.035	0.004	0.053	0.004
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.052	9.985	0.0	0.342	0.0
